"sample_id","image_path","crop_path","damage_class","component_class","severity_score","area_pixels","split"
"train_dacl10k_v2_train_0198_1","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_1.png","rust","bridge component unknown","0.0007454427083333333","2061.0","train"
"train_dacl10k_v2_train_0198_2","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_2.png","rust","bridge component unknown","0.004400318287037037","12166.0","train"
"train_dacl10k_v2_train_0198_3","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_3.png","spalling","bridge component unknown","0.0022768373842592593","6295.0","train"
"train_dacl10k_v2_train_0198_4","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_4.png","rust","bridge component unknown","0.00011429398148148148","316.0","train"
"train_dacl10k_v2_train_0198_5","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_5.png","rust","bridge component unknown","9.693287037037037e-05","268.0","train"
"train_dacl10k_v2_train_0198_6","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_6.png","rust","bridge component unknown","6.763599537037037e-05","187.0","train"
"train_dacl10k_v2_train_0198_7","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_7.png","spalling","bridge component unknown","0.0005016637731481481","1387.0","train"
"train_dacl10k_v2_train_0198_8","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_8.png","spalling","bridge component unknown","0.006643156828703704","18367.0","train"
"train_dacl10k_v2_train_0198_9","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_9.png","rust","bridge component unknown","3.616898148148148e-05","100.0","train"
"train_dacl10k_v2_train_0198_10","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_10.png","rust","bridge component unknown","3.472222222222222e-05","96.0","train"
"train_dacl10k_v2_train_0198_11","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_11.png","weathering","bridge component unknown","0.029828559027777778","82470.0","train"
"train_dacl10k_v2_train_0198_12","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_12.png","spalling","bridge component unknown","0.0003656684027777778","1011.0","train"
"train_dacl10k_v2_train_0198_13","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_13.png","efflorescence","bridge component unknown","0.0064207175925925924","17752.0","train"
"train_dacl10k_v2_train_0198_14","images/train/dacl10k_v2_train_0198.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0198_14.png","rust","bridge component unknown","7.631655092592592e-05","211.0","train"
"train_dacl10k_v2_train_0199_1","images/train/dacl10k_v2_train_0199.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0199_1.png","weathering","bridge component unknown","0.6580018518518519","710642.0","train"
"train_dacl10k_v2_train_0199_2","images/train/dacl10k_v2_train_0199.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0199_2.png","weathering","bridge component unknown","0.05281018518518518","57035.0","train"
"train_dacl10k_v2_train_0200_2","images/train/dacl10k_v2_train_0200.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0200_2.png","hollowareas","bearing","0.3822308923569428","382078.0","train"
"train_dacl10k_v2_train_0200_3","images/train/dacl10k_v2_train_0200.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0200_3.png","spalling","bridge component unknown","0.05074129651860744","50721.0","train"
"train_dacl10k_v2_train_0200_4","images/train/dacl10k_v2_train_0200.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0200_4.png","wetspot","bridge component unknown","0.18178271308523408","181710.0","train"
"train_dacl10k_v2_train_0201_0","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_0.png","rust","bridge component unknown","0.00019892939814814814","550.0","train"
"train_dacl10k_v2_train_0201_1","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_1.png","rust","bridge component unknown","6.727430555555556e-05","186.0","train"
"train_dacl10k_v2_train_0201_2","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_2.png","rust","bridge component unknown","0.00036060474537037034","997.0","train"
"train_dacl10k_v2_train_0201_3","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_3.png","rust","bridge component unknown","0.0001298466435185185","359.0","train"
"train_dacl10k_v2_train_0201_4","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_4.png","rust","bridge component unknown","0.00026584201388888887","735.0","train"
"train_dacl10k_v2_train_0201_5","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_5.png","rust","bridge component unknown","0.0028428819444444443","7860.0","train"
"train_dacl10k_v2_train_0201_6","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_6.png","rust","bridge component unknown","0.0002618634259259259","724.0","train"
"train_dacl10k_v2_train_0201_7","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_7.png","rust","bridge component unknown","8.282696759259259e-05","229.0","train"
"train_dacl10k_v2_train_0201_8","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_8.png","rust","bridge component unknown","0.00034252025462962963","947.0","train"
"train_dacl10k_v2_train_0201_9","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_9.png","rockpocket","bridge component unknown","0.023324652777777777","64488.0","train"
"train_dacl10k_v2_train_0201_10","images/train/dacl10k_v2_train_0201.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0201_10.png","efflorescence","bridge component unknown","0.5043706597222222","1394484.0","train"
"train_dacl10k_v2_train_0202_0","images/train/dacl10k_v2_train_0202.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0202_0.png","spalling","bridge component unknown","0.20413736979166666","250844.0","train"
"train_dacl10k_v2_train_0202_1","images/train/dacl10k_v2_train_0202.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0202_1.png","hollowareas","bridge component unknown","0.315107421875","387204.0","train"
"train_dacl10k_v2_train_0202_2","images/train/dacl10k_v2_train_0202.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0202_2.png","graffiti","bridge component unknown","0.056542154947916666","69479.0","train"
"train_dacl10k_v2_train_0203_0","images/train/dacl10k_v2_train_0203.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0203_0.png","rust","bridge component unknown","0.0005582173665364584","439.0","train"
"train_dacl10k_v2_train_0203_1","images/train/dacl10k_v2_train_0203.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0203_1.png","rust","bridge component unknown","0.000568389892578125","447.0","train"
"train_dacl10k_v2_train_0203_2","images/train/dacl10k_v2_train_0203.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0203_2.png","restformwork","bridge component unknown","0.001590728759765625","1251.0","train"
"train_dacl10k_v2_train_0204_2","images/train/dacl10k_v2_train_0204.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0204_2.png","hollowareas","bridge component unknown","0.146220703125","404271.0","train"
"train_dacl10k_v2_train_0204_3","images/train/dacl10k_v2_train_0204.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0204_3.png","spalling","bridge component unknown","0.004325086805555556","11958.0","train"
"train_dacl10k_v2_train_0204_4","images/train/dacl10k_v2_train_0204.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0204_4.png","spalling","bridge component unknown","0.002116970486111111","5853.0","train"
"train_dacl10k_v2_train_0204_5","images/train/dacl10k_v2_train_0204.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0204_5.png","graffiti","drainage","0.008802445023148147","24337.0","train"
"train_dacl10k_v2_train_0205_0","images/train/dacl10k_v2_train_0205.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0205_0.png","spalling","bridge component unknown","0.004506429036458333","14176.0","train"
"train_dacl10k_v2_train_0205_1","images/train/dacl10k_v2_train_0205.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0205_1.png","rust","bridge component unknown","0.0023762385050455728","7475.0","train"
"train_dacl10k_v2_train_0205_2","images/train/dacl10k_v2_train_0205.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0205_2.png","spalling","bridge component unknown","0.003955523173014323","12443.0","train"
"train_dacl10k_v2_train_0205_3","images/train/dacl10k_v2_train_0205.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0205_3.png","spalling","bridge component unknown","0.008217175801595053","25849.0","train"
"train_dacl10k_v2_train_0205_5","images/train/dacl10k_v2_train_0205.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0205_5.png","rockpocket","bridge component unknown","0.056128501892089844","176565.0","train"
"train_dacl10k_v2_train_0205_6","images/train/dacl10k_v2_train_0205.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0205_6.png","weathering","bridge component unknown","0.0023654301961263022","7441.0","train"
"train_dacl10k_v2_train_0205_7","images/train/dacl10k_v2_train_0205.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0205_7.png","spalling","bridge component unknown","0.0005044937133789062","1587.0","train"
"train_dacl10k_v2_train_0206_0","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_0.png","rust","bridge component unknown","0.0007375","354.0","train"
"train_dacl10k_v2_train_0206_1","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_1.png","rust","bridge component unknown","0.0014416666666666666","692.0","train"
"train_dacl10k_v2_train_0206_2","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_2.png","rockpocket","bridge component unknown","0.05953125","28575.0","train"
"train_dacl10k_v2_train_0206_3","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_3.png","rockpocket","bridge component unknown","0.017852083333333334","8569.0","train"
"train_dacl10k_v2_train_0206_4","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_4.png","rust","bridge component unknown","0.003608333333333333","1732.0","train"
"train_dacl10k_v2_train_0206_5","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_5.png","rust","bridge component unknown","0.0021125","1014.0","train"
"train_dacl10k_v2_train_0206_6","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_6.png","rust","bridge component unknown","0.0012708333333333332","610.0","train"
"train_dacl10k_v2_train_0206_8","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_8.png","rust","bridge component unknown","0.00016666666666666666","80.0","train"
"train_dacl10k_v2_train_0206_9","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_9.png","rust","bridge component unknown","0.0002708333333333333","130.0","train"
"train_dacl10k_v2_train_0206_10","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_10.png","rust","bridge component unknown","0.0005208333333333333","250.0","train"
"train_dacl10k_v2_train_0206_11","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_11.png","graffiti","bridge component unknown","0.031066666666666666","14912.0","train"
"train_dacl10k_v2_train_0206_12","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_12.png","rust","bridge component unknown","0.00024375","117.0","train"
"train_dacl10k_v2_train_0206_13","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_13.png","rust","bridge component unknown","0.0001125","54.0","train"
"train_dacl10k_v2_train_0206_14","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_14.png","rust","bridge component unknown","0.00012708333333333332","61.0","train"
"train_dacl10k_v2_train_0206_15","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_15.png","rust","bridge component unknown","9.583333333333334e-05","46.0","train"
"train_dacl10k_v2_train_0206_16","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_16.png","rust","bridge component unknown","0.0003916666666666667","188.0","train"
"train_dacl10k_v2_train_0206_17","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_17.png","rust","bridge component unknown","0.00018333333333333334","88.0","train"
"train_dacl10k_v2_train_0206_18","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_18.png","rust","bridge component unknown","0.00012083333333333333","58.0","train"
"train_dacl10k_v2_train_0206_19","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_19.png","cavity","bridge component unknown","0.0012854166666666667","617.0","train"
"train_dacl10k_v2_train_0206_20","images/train/dacl10k_v2_train_0206.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0206_20.png","cavity","bridge component unknown","0.0007645833333333334","367.0","train"
"train_dacl10k_v2_train_0207_0","images/train/dacl10k_v2_train_0207.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0207_0.png","graffiti","bridge component unknown","0.03714911142985026","116861.0","train"
"train_dacl10k_v2_train_0208_0","images/train/dacl10k_v2_train_0208.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0208_0.png","hollowareas","drainage","0.07676770833333334","73697.0","train"
"train_dacl10k_v2_train_0208_1","images/train/dacl10k_v2_train_0208.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0208_1.png","rust","bridge component unknown","0.001753125","1683.0","train"
"train_dacl10k_v2_train_0208_2","images/train/dacl10k_v2_train_0208.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0208_2.png","rust","drainage","0.0026895833333333333","2582.0","train"
"train_dacl10k_v2_train_0208_3","images/train/dacl10k_v2_train_0208.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0208_3.png","rust","bridge component unknown","0.006686458333333333","6419.0","train"
"train_dacl10k_v2_train_0208_4","images/train/dacl10k_v2_train_0208.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0208_4.png","efflorescence","drainage","0.803996875","771837.0","train"
"train_dacl10k_v2_train_0208_5","images/train/dacl10k_v2_train_0208.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0208_5.png","weathering","bridge component unknown","0.14556979166666667","139747.0","train"
"train_dacl10k_v2_train_0209_0","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_0.png","spalling","bridge component unknown","0.006987253824869792","5495.0","train"
"train_dacl10k_v2_train_0209_1","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_1.png","rust","bridge component unknown","0.00074005126953125","582.0","train"
"train_dacl10k_v2_train_0209_2","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_2.png","rust","bridge component unknown","0.00048065185546875","378.0","train"
"train_dacl10k_v2_train_0209_3","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_3.png","rust","bridge component unknown","0.00013478597005208334","106.0","train"
"train_dacl10k_v2_train_0209_4","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_4.png","rust","bridge component unknown","0.0004323323567708333","340.0","train"
"train_dacl10k_v2_train_0209_5","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_5.png","rust","bridge component unknown","0.00016148885091145834","127.0","train"
"train_dacl10k_v2_train_0209_6","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_6.png","rust","bridge component unknown","0.000370025634765625","291.0","train"
"train_dacl10k_v2_train_0209_7","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_7.png","spalling","bridge component unknown","0.000728607177734375","573.0","train"
"train_dacl10k_v2_train_0209_8","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_8.png","spalling","bridge component unknown","0.00015131632486979166","119.0","train"
"train_dacl10k_v2_train_0209_9","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_9.png","spalling","bridge component unknown","0.00011189778645833333","88.0","train"
"train_dacl10k_v2_train_0209_10","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_10.png","spalling","bridge component unknown","0.0002543131510416667","200.0","train"
"train_dacl10k_v2_train_0209_11","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_11.png","spalling","bridge component unknown","0.00018819173177083334","148.0","train"
"train_dacl10k_v2_train_0209_12","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_12.png","spalling","bridge component unknown","0.0009104410807291666","716.0","train"
"train_dacl10k_v2_train_0209_14","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_14.png","rust","bridge component unknown","0.0006116231282552084","481.0","train"
"train_dacl10k_v2_train_0209_15","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_15.png","spalling","bridge component unknown","0.00015131632486979166","119.0","train"
"train_dacl10k_v2_train_0209_16","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_16.png","spalling","bridge component unknown","0.0005340576171875","420.0","train"
"train_dacl10k_v2_train_0209_17","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_17.png","spalling","bridge component unknown","0.0013300577799479167","1046.0","train"
"train_dacl10k_v2_train_0209_18","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_18.png","hollowareas","bridge component unknown","0.10872650146484375","85506.0","train"
"train_dacl10k_v2_train_0209_19","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_19.png","spalling","bridge component unknown","0.0003522237141927083","277.0","train"
"train_dacl10k_v2_train_0209_20","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_20.png","rust","bridge component unknown","0.0021565755208333335","1696.0","train"
"train_dacl10k_v2_train_0209_21","images/train/dacl10k_v2_train_0209.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0209_21.png","rust","bridge component unknown","0.0002695719401041667","212.0","train"
"train_dacl10k_v2_train_0210_0","images/train/dacl10k_v2_train_0210.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0210_0.png","rockpocket","bridge component unknown","0.0245068359375","30114.0","train"
"train_dacl10k_v2_train_0211_0","images/train/dacl10k_v2_train_0211.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0211_0.png","hollowareas","drainage","0.48546727498372394","381787.0","train"
"train_dacl10k_v2_train_0211_2","images/train/dacl10k_v2_train_0211.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0211_2.png","spalling","bridge component unknown","0.0012156168619791667","956.0","train"
"train_dacl10k_v2_train_0211_3","images/train/dacl10k_v2_train_0211.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0211_3.png","rust","bridge component unknown","0.007712046305338542","6065.0","train"
"train_dacl10k_v2_train_0211_4","images/train/dacl10k_v2_train_0211.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0211_4.png","rust","bridge component unknown","0.003833770751953125","3015.0","train"
"train_dacl10k_v2_train_0211_5","images/train/dacl10k_v2_train_0211.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0211_5.png","rust","bridge component unknown","0.0009104410807291666","716.0","train"
"train_dacl10k_v2_train_0211_6","images/train/dacl10k_v2_train_0211.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0211_6.png","rust","bridge component unknown","0.0006841023763020834","538.0","train"
"train_dacl10k_v2_train_0211_7","images/train/dacl10k_v2_train_0211.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0211_7.png","weathering","bridge component unknown","0.07878621419270833","61960.0","train"
"train_dacl10k_v2_train_0211_8","images/train/dacl10k_v2_train_0211.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0211_8.png","restformwork","bridge component unknown","0.007040659586588542","5537.0","train"
"train_dacl10k_v2_train_0212_1","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_1.png","rust","bridge component unknown","0.00018697916666666667","359.0","train"
"train_dacl10k_v2_train_0212_2","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_2.png","rust","bridge component unknown","7.083333333333334e-05","136.0","train"
"train_dacl10k_v2_train_0212_3","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_3.png","rust","bearing","0.0003786458333333333","727.0","train"
"train_dacl10k_v2_train_0212_4","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_4.png","rust","bearing","0.0015583333333333332","2992.0","train"
"train_dacl10k_v2_train_0212_5","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_5.png","rust","bridge component unknown","9.0625e-05","174.0","train"
"train_dacl10k_v2_train_0212_6","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_6.png","rust","bridge component unknown","4.322916666666667e-05","83.0","train"
"train_dacl10k_v2_train_0212_7","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_7.png","rust","bearing","2.65625e-05","51.0","train"
"train_dacl10k_v2_train_0212_8","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_8.png","rust","bridge component unknown","8.541666666666666e-05","164.0","train"
"train_dacl10k_v2_train_0212_9","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_9.png","rust","bridge component unknown","4.9479166666666665e-05","95.0","train"
"train_dacl10k_v2_train_0212_10","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_10.png","rust","bridge component unknown","4.739583333333333e-05","91.0","train"
"train_dacl10k_v2_train_0212_11","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_11.png","spalling","bridge component unknown","0.0033140625","6363.0","train"
"train_dacl10k_v2_train_0212_12","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_12.png","spalling","bridge component unknown","0.0011328125","2175.0","train"
"train_dacl10k_v2_train_0212_13","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_13.png","spalling","bridge component unknown","0.004165625","7998.0","train"
"train_dacl10k_v2_train_0212_14","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_14.png","crack","bridge component unknown","0.0028625","5496.0","train"
"train_dacl10k_v2_train_0212_15","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_15.png","spalling","bridge component unknown","0.00036614583333333334","703.0","train"
"train_dacl10k_v2_train_0212_16","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_16.png","spalling","bridge component unknown","0.00013125","252.0","train"
"train_dacl10k_v2_train_0212_17","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_17.png","spalling","bridge component unknown","0.00033385416666666665","641.0","train"
"train_dacl10k_v2_train_0212_18","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_18.png","spalling","bridge component unknown","0.0009333333333333333","1792.0","train"
"train_dacl10k_v2_train_0212_19","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_19.png","spalling","bridge component unknown","0.0021869791666666665","4199.0","train"
"train_dacl10k_v2_train_0212_20","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_20.png","spalling","bearing","0.0003078125","591.0","train"
"train_dacl10k_v2_train_0212_21","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_21.png","spalling","bridge component unknown","0.0017541666666666667","3368.0","train"
"train_dacl10k_v2_train_0212_22","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_22.png","rust","bridge component unknown","0.021240104166666666","40781.0","train"
"train_dacl10k_v2_train_0212_23","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_23.png","rust","bearing","0.00014166666666666668","272.0","train"
"train_dacl10k_v2_train_0212_24","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_24.png","crack","bearing","9.375e-05","180.0","train"
"train_dacl10k_v2_train_0212_25","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_25.png","weathering","bridge component unknown","0.008946875","17178.0","train"
"train_dacl10k_v2_train_0212_26","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_26.png","weathering","bridge component unknown","0.03626041666666667","69620.0","train"
"train_dacl10k_v2_train_0212_27","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_27.png","spalling","bridge component unknown","0.002609375","5010.0","train"
"train_dacl10k_v2_train_0212_28","images/train/dacl10k_v2_train_0212.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0212_28.png","crack","bridge component unknown","0.0005328125","1023.0","train"
